Port Wine Flip,Shake all ingredients (except nutmeg) with ice and strain into a whiskey sour glass. Sprinkle nutmeg on top and serve.,Alcoholic,Whiskey sour glass,"Port,Light cream,Powdered sugar,Egg,Nutmeg",https://www.thecocktaildb.com/images/media/drink/vrprxu1441553844.jpg
Planter's Punch,"Pour all ingredients, except the bitters, into shaker filled with ice. Shake well. Pour into large glass, filled with ice. Add Angostura bitters, ""on top"". Garnish with cocktail cherry and pineapple.",Alcoholic,Collins glass,"Dark rum,Orgeat syrup,Orange juice,Pineapple juice",https://www.thecocktaildb.com/images/media/drink/fdk8a31606854815.jpg
Pineapple Paloma,"Rub the rim of each glass with lime slice and dip into salt.
Add ice, tequila, grapefruit juice, lime juice and top with pineapple soda.
Give it a quick stir.
Garnish with fresh pineapple or lime.",Alcoholic,Collins glass,"Tequila,Grapefruit Juice,Fresh Lime Juice,Pineapple Juice,Lime,Pepper",https://www.thecocktaildb.com/images/media/drink/pg8iw31593351601.jpg
Pornstar Martini,Straight: Pour all ingredients into mixing glass with ice cubes. Shake well. Strain in chilled martini cocktail glass. Cut passion fruit in half and use as garnish. Pour prosecco into a chilled shot glass and serve alongside the martini.,Alcoholic,Cocktail glass,"Vodka,Passoa,Passion fruit juice,Lime,Prosecco",https://www.thecocktaildb.com/images/media/drink/xjhjdf1630406071.jpg
Planter’s Punch,Squeeze an orange and strain the juice. Put all the ingredients in a shaker filled with ice and shake for at least 12 seconds. Strain into a highball glass and decorate with a pineapple wedge or fruit of your choice.,Alcoholic,Highball glass,"Dark Rum,Orange Juice,Pineapple Juice,Grenadine,Sugar Syrup,Angostura Bitters",https://www.thecocktaildb.com/images/media/drink/jn6o251643844541.jpg
Port And Starboard,"Pour carefully into a pousse-cafe glass, so that creme de menthe floats on grenadine. Serve without mixing.",Alcoholic,Pousse cafe glass,"Grenadine,Green Creme de Menthe",https://www.thecocktaildb.com/images/media/drink/wxvupx1441553911.jpg
Port Wine Cocktail,"Stir ingredients with ice, strain into a cocktail glass, and serve.",Alcoholic,Cocktail glass,"Port,Brandy",https://www.thecocktaildb.com/images/media/drink/qruprq1441553976.jpg
Pysch Vitamin Light,Shake with ice.,Non alcoholic,Collins Glass,"Orange juice,Apple juice,Pineapple juice,Ice",https://www.thecocktaildb.com/images/media/drink/xsqsxw1441553580.jpg
Pink Panty Pulldowns,Shake well,Alcoholic,Collins Glass,"Sprite,Pink lemonade,Vodka",https://www.thecocktaildb.com/images/media/drink/squsuy1468926657.jpg
Passion Fruit Martini,Pour all ingredients into a glass and stir. Garnish with half a passion fruit piece.,Alcoholic,Cocktail glass,"Vodka,Sugar Syrup,Passion fruit juice",https://www.thecocktaildb.com/images/media/drink/6trfve1582473527.jpg
Pineapple Gingerale Smoothie,Throw everything into a blender and liquify.,Non alcoholic,Highball Glass,"Ginger,Pineapple",https://www.thecocktaildb.com/images/media/drink/eg9i1d1487603469.jpg
Quentin,"In a shaker half-filled with ice cubes, combine the rum, Kahlua, and cream. Shake well. Strain into a cocktail glass and garnish with the nutmeg.",Alcoholic,Cocktail glass,"Dark rum,Kahlua,Light cream,Nutmeg",https://www.thecocktaildb.com/images/media/drink/spxtqp1478963398.jpg
Queen Bee,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Alcoholic,Cocktail glass,"Coffee brandy,Lime vodka,Sherry",https://www.thecocktaildb.com/images/media/drink/rvvpxu1478963194.jpg
Quick F**K,"In a shot glass add 1/3 Kahlua first. Then 1/3 Miduri, topping it off with a 1/3 bailey's irish cream",Alcoholic,Shot glass,"Kahlua,Midori melon liqueur,Baileys irish cream",https://www.thecocktaildb.com/images/media/drink/wvtwpp1478963454.jpg
Quick-sand,"Simply add the orange juice, quite a quick pour in order to mix the sambucca with the orange juice. The juice MUST have fruit pulp!",Alcoholic,Highball glass,"Black Sambuca,Orange juice",https://www.thecocktaildb.com/images/media/drink/vprxqv1478963533.jpg
Queen Charlotte,"Pour red wine and grenadine into a collins glass over ice cubes. Fill with lemon-lime soda, stir, and serve.",Alcoholic,Collins glass,"Red wine,Grenadine,Lemon-lime soda",https://www.thecocktaildb.com/images/media/drink/vqruyt1478963249.jpg
Queen Elizabeth,"Stir all ingredients with ice, strain into a cocktail glass, and serve.",Alcoholic,Cocktail glass,"Dry Vermouth,Gin,Benedictine",https://www.thecocktaildb.com/images/media/drink/vpqspv1478963339.jpg
Quaker's Cocktail,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Alcoholic,Cocktail glass,"Light rum,Brandy,Lemon,Raspberry syrup",https://www.thecocktaildb.com/images/media/drink/yrqppx1478962314.jpg
Quarter Deck Cocktail,"Stir all ingredients with ice, strain into a cocktail glass, and serve.",Alcoholic,Cocktail glass,"Light rum,Sherry,Lime",https://www.thecocktaildb.com/images/media/drink/qrwvps1478963017.jpg
Rose,"Shake together in a cocktail shaker, then strain into chilled glass. Garnish and serve.",Alcoholic,Cocktail glass,"Dry Vermouth,Gin,Apricot brandy,Lemon juice,Grenadine,Powdered sugar",https://www.thecocktaildb.com/images/media/drink/8kxbvq1504371462.jpg
Radler,"Pour beer into large mug, slowly add the 7-up (or Sprite).",Alcoholic,Highball glass,"Beer,7-Up",https://www.thecocktaildb.com/images/media/drink/xz8igv1504888995.jpg
Rum Sour,"In a shaker half-filled with ice cubes, combine the rum, lemon juice, and sugar. Shake well. Strain into a sour glass and garnish with the orange slice and the cherry.",Alcoholic,Whiskey sour glass,"Light rum,Lemon juice,Sugar,Orange,Maraschino cherry",https://www.thecocktaildb.com/images/media/drink/bylfi21504886323.jpg
Rum Punch,Mix all ingredients in a punch bowl and serve.,Alcoholic,Punch bowl,"Rum,Ginger ale,Fruit punch,Orange juice,Ice",https://www.thecocktaildb.com/images/media/drink/wyrsxu1441554538.jpg
Rum Toddy,Dissolve powdered sugar in water in an old-fashioned glass. Add rum and one ice cube and stir. Add the twist of lemon peel and serve.,Alcoholic,Old-fashioned glass,"Rum,Powdered sugar,Lemon peel,Water",https://www.thecocktaildb.com/images/media/drink/athdk71504886286.jpg
Royal Fizz,Shake all ingredients (except cola) with ice and strain into a chilled collins glass. Fill with cola and serve.,Alcoholic,Collins glass,"Gin,Sweet and sour,Egg,Coca-Cola",https://www.thecocktaildb.com/images/media/drink/wrh44j1504390609.jpg
Rum Cooler,Pour the rum and soda into a collins glass almost filled with ice cubes. Stir well and garnish with the lemon wedge.,Alcoholic,Collins glass,"Rum,Lemon-lime soda,Lemon",https://www.thecocktaildb.com/images/media/drink/2hgwsb1504888674.jpg
Rum Runner,Mix all ingredients in glass & add ice.,Alcoholic,Cocktail glass,"Malibu rum,Blackberry brandy,Orange juice,Pineapple juice,Cranberry juice",https://www.thecocktaildb.com/images/media/drink/vqws6t1504888857.jpg
Rusty Nail,Pour the Scotch and Drambuie into an old-fashioned glass almost filled with ice cubes. Stir well. Garnish with the lemon twist.,Alcoholic,Old-fashioned glass,"Scotch,Drambuie,Lemon peel",https://www.thecocktaildb.com/images/media/drink/yqsvtw1478252982.jpg
Red Snapper,"One shot each, shake n shoot",Alcoholic,Old-fashioned glass,"Crown Royal,Amaretto,Cranberry juice",https://www.thecocktaildb.com/images/media/drink/7p607y1504735343.jpg
Royal Bitch,Into a shot glass layer the Crown Royal on top of the Frangelico.,Alcoholic,Shot glass,"Frangelico,Crown Royal",https://www.thecocktaildb.com/images/media/drink/qupuyr1441210090.jpg
Royal Flush,Pour all the ingredients into tumbler over ice. Strain into glass.,Alcoholic,Old-fashioned glass,"Crown Royal,Peach schnapps,Chambord raspberry liqueur,Cranberry juice",https://www.thecocktaildb.com/images/media/drink/7rnm8u1504888527.jpg
Rum Cobbler,"In an old-fashioned glass, dissolve the sugar in the club soda. Add crushed ice until the glass is almost full. Add the rum. Stir well. Garnish with the cherry and the orange and lemon slices.",Alcoholic,Old-fashioned glass,"Sugar,Club soda,Lemon,Dark rum,Maraschino cherry,Orange",https://www.thecocktaildb.com/images/media/drink/5vh9ld1504390683.jpg
Ruby Tuesday,Pour gin and cranberry into a highball filled with ice cubes. Add grenadine and stir.,Alcoholic,Highball glass,"Gin,Cranberry juice,Grenadine",https://www.thecocktaildb.com/images/media/drink/qsyqqq1441553437.jpg
Rail Splitter,Mix sugar syrup with lemon juice in a tall glass. Fill up with ginger ale.,Non alcoholic,Highball glass,"Sugar syrup,Lemon juice,Ginger ale",https://www.thecocktaildb.com/images/media/drink/stsuqq1441207660.jpg
Rosemary Blue,"1) Add the Bombay Sapphire, Blue Curacao, rosemary sprig and gently squeezed lemon wedge to a balloon glass. Swirl well to combine.
2) Fill with cubed ice and top with the Fever-Tree Light Tonic Water.
3) Gently fold with a bar spoon to mix.",Alcoholic,Balloon Glass,"Gin,Blue Curacao,Tonic Water,Rosemary",https://www.thecocktaildb.com/images/media/drink/qwc5f91512406543.jpg
Ramos Gin Fizz,"Prepare all the ingredients on the counter to be able to work well and quickly, especially the cream and egg white.

Pour all the ingredients into a shaker.

Shake vigorously for 1 minute: cream and egg white must be mixed perfectly, so don't rush.

Now open the shaker and put some ice and shake for 1-2 minutes. It depends on how long you can resist!

Pour into a highball glass, add a splash of soda and garnish to taste.

Ramos Gin Fizz was once drunk as an invigorating drink or even as a breakfast, try it as an aperitif and after dinner and you will discover a little gem now lost.",Alcoholic,Highball glass,"Gin,Lemon Juice,Sugar Syrup,Cream,Egg White,Vanilla extract,Soda Water",https://www.thecocktaildb.com/images/media/drink/967t911643844053.jpg
Royal Gin Fizz,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",Alcoholic,Highball glass,"Gin,Lemon,Powdered sugar,Egg,Carbonated water",https://www.thecocktaildb.com/images/media/drink/pe1x1c1504735672.jpg
Rum Milk Punch,Shake all ingredients (except nutmeg) with ice and strain into a collins glass. Sprinkle nutmeg on top and serve.,Alcoholic,Collins glass,"Light rum,Milk,Powdered sugar,Nutmeg",https://www.thecocktaildb.com/images/media/drink/w64lqm1504888810.jpg
Raspberry Julep,"Softly muddle the mint leaves and raspberry syrup in the bottom of the cup. Add crushed ice and Bourbon to the cup and then stir. Top with more ice, garnish with a mint sprig.",Alcoholic,Cordial glass,"Bourbon,Raspberry syrup,Mint",https://www.thecocktaildb.com/images/media/drink/hyztmx1598719265.jpg
Rum Screwdriver,"Pour rum into a highball glass over ice cubes. Add orange juice, stir, and serve.",Alcoholic,Highball glass,"Light rum,Orange juice",https://www.thecocktaildb.com/images/media/drink/4c85zq1511782093.jpg
Raspberry Cooler,Pour the raspberry vodka and soda into a highball glass almost filled with ice cubes. Stir well.,Alcoholic,Highball glass,"Raspberry vodka,Lemon-lime soda,Ice",https://www.thecocktaildb.com/images/media/drink/suqyyx1441254346.jpg
Rum Old-fashioned,"Stir powdered sugar, water, and bitters in an old-fashioned glass. When sugar has dissolved add ice cubes and light rum. Add the twist of lime peel, float 151 proof rum on top, and serve.",Alcoholic,Old-fashioned glass,"Light rum,151 proof rum,Powdered sugar,Bitters,Water,Lime peel",https://www.thecocktaildb.com/images/media/drink/otn2011504820649.jpg
Russian Spring Punch,"Pour the ingredients into an highball glass, top with Sparkling wine.",Alcoholic,Highball glass,"Vodka,Creme de Cassis,Sugar Syrup,Lemon Juice",https://www.thecocktaildb.com/images/media/drink/ctt20s1504373488.jpg
Radioactive Long Island Iced Tea,Pour all ingredients over ice in a very tall glass. Sip cautiously.,Alcoholic,Collins Glass,"Rum,Vodka,Tequila,Gin,Triple sec,Chambord raspberry liqueur,Midori melon liqueur,Malibu rum",https://www.thecocktaildb.com/images/media/drink/rdvqmh1503563512.jpg
Smut,Throw it all together and serve real cold.,Alcoholic,Beer mug,"Red wine,Peach schnapps,Pepsi Cola,Orange juice",https://www.thecocktaildb.com/images/media/drink/rx8k8e1504365812.jpg
Spritz,"Build into glass over ice, garnish and serve.",Alcoholic,Old-Fashioned glass,"Prosecco,Campari,Soda Water",https://www.thecocktaildb.com/images/media/drink/j9evx11504373665.jpg
Scooter,"Shake all ingredients well with cracked ice, strain into a cocktail glass, and serve.",Alcoholic,Cocktail glass,"Brandy,Amaretto,Light cream",https://www.thecocktaildb.com/images/media/drink/twuptu1483388307.jpg
Sangria,Mix all together in a pitcher and refrigerate. Add cloves and cinnamon sticks to taste. Serve in wine glasses.,Alcoholic,Pitcher,"Red wine,Sugar,Orange juice,Lemon juice,Cloves,Cinnamon",https://www.thecocktaildb.com/images/media/drink/xrvxpp1441249280.jpg
Stinger,"Pour in a mixing glass with ice, stir and strain into a cocktail glass. May also be served on rocks in a rocks glass.",Alcoholic,Cocktail glass,"Brandy,White Creme de Menthe",https://www.thecocktaildb.com/images/media/drink/2ahv791504352433.jpg
Sazerac,"Rinse a chilled old-fashioned glass with the absinthe, add crushed ice, and set it aside. Stir the remaining ingredients over ice and set it aside. Discard the ice and any excess absinthe from the prepared glass, and strain the drink into the glass. Add the lemon peel for garnish.",Alcoholic,Old-fashioned glass,"Ricard,Sugar,Peychaud bitters,Water,Bourbon,Lemon peel",https://www.thecocktaildb.com/images/media/drink/vvpxwy1439907208.jpg
Sidecar,Pour all ingredients into cocktail shaker filled with ice. Shake well and strain into cocktail glass.,Alcoholic,Cocktail glass,"Cognac,Cointreau,Lemon juice",https://www.thecocktaildb.com/images/media/drink/x72sik1606854964.jpg
Snowday,Stir all ingredients with ice. Strain into a chilled rocks glass over fresh ice. Express orange peel over drink and garnish.,Alcoholic,Collins glass,"Vodka,Amaro Montenegro,Ruby Port,Blood Orange,Angostura Bitters,Orange Peel",https://www.thecocktaildb.com/images/media/drink/4n1ipk1614009624.jpg
Spice 75,"Gently warm 60g golden caster sugar in a pan with 30ml water and 1 tbsp allspice. Cook gently until the sugar has dissolved, then leave the mixture to cool. Strain through a sieve lined with a coffee filter (or a double layer of kitchen paper).

Pour 60ml of the spiced syrup into a cocktail shaker along with 200ml rum and 90ml lime juice. Shake with ice and strain between six flute glasses. Top up with 600ml champagne and garnish each with an orange twist.",Alcoholic,Wine Glass,"Sugar,Allspice,Rum,Lime Juice,Champagne,Orange spiral",https://www.thecocktaildb.com/images/media/drink/0108c41576797064.jpg
Snowball,Place one ice cube in the glass and add 1 1/2 oz of Advocaat. Fill up the glass with lemonade and decorate with a slice of lemon. Serve at once.,Alcoholic,Highball glass,"Advocaat,Lemonade,Lemon,Ice",https://www.thecocktaildb.com/images/media/drink/7ibfs61504735416.jpg
Shot-gun,Pour one part Jack Daneils and one part Jim Beam into shot glass then float Wild Turkey on top.,Alcoholic,Shot glass,"Jim Beam,Jack Daniels,Wild Turkey",https://www.thecocktaildb.com/images/media/drink/2j1m881503563583.jpg
Salty Dog,"Pour all ingredients over ice cubes in a highball glass. Stir well and serve. (Vodka may be substituted for gin, if preferred.)",Alcoholic,Highball glass,"Grapefruit juice,Gin,Salt",https://www.thecocktaildb.com/images/media/drink/4vfge01504890216.jpg
Stone Sour,"Shake all ingredients with ice, strain into a chilled whiskey sour glass, and serve.",Alcoholic,Whiskey sour glass,"Apricot brandy,Orange juice,Sweet and sour",https://www.thecocktaildb.com/images/media/drink/vruvtp1472719895.jpg
Sea breeze,Build all ingredients in a highball glass filled with ice. Garnish with lime wedge.,Alcoholic,Highball glass,"Vodka,Cranberry juice,Grapefruit juice",https://www.thecocktaildb.com/images/media/drink/7rfuks1504371562.jpg
Scotch Sour,"Shake scotch, juice of lime, and powdered sugar with ice and strain into a whiskey sour glass. Decorate with 1/2 slice lemon, top with the cherry, and serve.",Alcoholic,Whiskey sour glass,"Scotch,Lime,Powdered sugar,Lemon,Cherry",https://www.thecocktaildb.com/images/media/drink/0dnb6k1504890436.jpg
Sweet Tooth,"Put 2 shots Godiva Liquour into a glass, add as much or as little milk as you would like.",Alcoholic,Highball Glass,"Godiva liqueur,Milk",https://www.thecocktaildb.com/images/media/drink/j6rq6h1503563821.jpg
Screwdriver,Mix in a highball glass with ice. Garnish and serve.,Alcoholic,Highball glass,"Vodka,Orange juice",https://www.thecocktaildb.com/images/media/drink/8xnyke1504352207.jpg
Sherry Flip,Shake all ingredients (except nutmeg) with ice and strain into a whiskey sour glass. Sprinkle nutmeg on top and serve.,Alcoholic,Nick and Nora Glass,"Sherry,Light cream,Powdered sugar,Egg,Nutmeg",https://www.thecocktaildb.com/images/media/drink/qrryvq1478820428.jpg
Sol Y Sombra,"Shake ingredients with ice, strain into a brandy snifter, and serve. (The English translation of the name of this drink is ""Sun and Shade"", and after sampling this drink, you'll understand why. Thanks, Kirby.)",Alcoholic,Brandy snifter,"Brandy,Anisette",https://www.thecocktaildb.com/images/media/drink/3gz2vw1503425983.jpg
Shark Attack,Mix lemonade and water according to instructions on back of can. If the instructions say to add 4 1/3 cans of water do so. Mix into pitcher. Add 1 1/2 cup of Vodka (Absolut). Mix well. Pour into glass of crushed ice. Excellent!,Alcoholic,Pitcher,"Lemonade,Water,Vodka",https://www.thecocktaildb.com/images/media/drink/uv96zr1504793256.jpg
San Francisco,"Take a tall glass and put in a few ice cubes, fill the vodka over it and fill with juice then the ""creme"", to end fill in the grenadine but very carefully at the side of the glass so it will lay down in the bottom. garnish with orange and strawberry.",Alcoholic,Highball glass,"Vodka,Creme de Banane,Grenadine,Orange juice",https://www.thecocktaildb.com/images/media/drink/szmj2d1504889961.jpg
Space Odyssey,Fill glass with ice and add shots of Bacardi and Malibu. Add splash of pineapple juice and top with orange juice. Add grenadine for color and garnish with cherries.,Alcoholic,Highball glass,"151 proof rum,Malibu rum,Pineapple juice,Orange juice,Grenadine,Cherries",https://www.thecocktaildb.com/images/media/drink/vxtjbx1504817842.jpg
Sherry Eggnog,"Shake sherry, powdered sugar, and egg with ice and strain into a collins glass. Fill with milk and stir. Sprinkle nutmeg on top and serve.",Alcoholic,Collins glass,"Sherry,Powdered sugar,Egg,Milk,Nutmeg",https://www.thecocktaildb.com/images/media/drink/xwrpsv1478820541.jpg
Sweet Bananas,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",Non alcoholic,Highball Glass,"Milk,Banana,Honey",https://www.thecocktaildb.com/images/media/drink/sxpcj71487603345.jpg
Sweet Sangria,"Dissolve the sugar in hot water and cool. Peel the citrus fruits and break into wedges. Mix the wine, sugar syrup, fruit, and Fresca in a pitcher and put in the fridge for a few hours. Serve in tall glasses with a straw.",Alcoholic,Pitcher,"Red wine,Sugar,Water,Apple,Orange,Lime,Lemon,Fresca",https://www.thecocktaildb.com/images/media/drink/uqqvsp1468924228.jpg
Thriller,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",Alcoholic,Cocktail glass,"Scotch,Wine,Orange juice",https://www.thecocktaildb.com/images/media/drink/rvuswq1461867714.jpg
The Galah,Mix together the alcoholic portions and top with Pineapple and Lime juice.,Alcoholic,Collins glass,"Dark Rum,Campari,Creme De Banane,Pineapple Juice,Lime Juice",https://www.thecocktaildb.com/images/media/drink/sy7y6r1614775067.jpg
Tia-Maria,"Boil water, sugar and coffe for 10 mins and let cool. Add rum and vanilla. Put in clean bottle(s) and leave for 1 week before using.",Alcoholic,Collins Glass,"Water,Brown sugar,Coffee,Rum,Vanilla extract",https://www.thecocktaildb.com/images/media/drink/sih81u1504367097.jpg
Tipperary,"Stir over ice. Strain into chilled glass. Cut a wide swath of orange peel, and express the orange oils over the drink. Discard orange twist.",Alcoholic,Nick and Nora Glass,"Irish Whiskey,Sweet Vermouth,Green Chartreuse",https://www.thecocktaildb.com/images/media/drink/b522ek1521761610.jpg
Turkeyball,Shake with ice and strain into a shot glass.,Alcoholic,Shot glass,"Wild Turkey,Amaretto,Pineapple juice",https://www.thecocktaildb.com/images/media/drink/rxurpr1441554292.jpg
Texas Sling,"Blend with Ice until smooth. Serve in a tulip glass, top with whip cream.",Alcoholic,Wine Glass,"Kahlua,Irish cream,Amaretto,151 proof rum,Cream",https://www.thecocktaildb.com/images/media/drink/ypl13s1504890158.jpg
Thai Coffee,"Place the coffee and spices in the filter cone of your coffee maker. Brew coffee as usual, let it cool. In a tall glass, dissolve 1 or 2 teaspoons of sugar in an ounce of the coffee (it's easier to dissolve than if you put it right over ice). Add 5-6 ice cubes and pour coffee to within about 1 inch of the top of the glass. Rest a spoon on top of the coffee and slowly pour whipping cream into the spoon. This will make the cream float on top of the coffee rather than dispersing into it right away.",Non alcoholic,Highball glass,"Coffee,Coriander,Cardamom,Sugar,Whipping cream,Ice",https://www.thecocktaildb.com/images/media/drink/wquwxs1441247025.jpg
Tom Collins,"In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a collins glass alomst filled with ice cubes. Add the club soda. Stir and garnish with the cherry and the orange slice.",Alcoholic,Collins glass,"Gin,Lemon juice,Sugar,Club soda,Maraschino cherry,Orange",https://www.thecocktaildb.com/images/media/drink/7cll921606854636.jpg
Tomato Tang,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",Non alcoholic,Highball glass,"Tomato juice,Lemon juice,Celery salt",https://www.thecocktaildb.com/images/media/drink/869qr81487603278.jpg
Talos Coffee,Add your GM and then add your coffee.,Alcoholic,Brandy snifter,"Grand Marnier,Coffee",https://www.thecocktaildb.com/images/media/drink/rswqpy1441246518.jpg
Tennesee Mud,"Mix Coffee, Jack Daniels and Amaretto. Add Cream on top.",Alcoholic,Coffee Mug,"Coffee,Jack Daniels,Amaretto,Whipped cream",https://www.thecocktaildb.com/images/media/drink/txruqv1441245770.jpg
Tequila Fizz,"Shake all ingredients (except ginger ale) with ice and strain into a collins glass over ice cubes. Fill with ginger ale, stir, and serve.",Alcoholic,Collins glass,"Tequila,Lemon juice,Grenadine,Egg white,Ginger ale",https://www.thecocktaildb.com/images/media/drink/2bcase1504889637.jpg
Tequila Sour,"Shake tequila, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Add the half-slice of lemon, top with the cherry, and serve.",Alcoholic,Whiskey sour glass,"Tequila,Lemon,Powdered sugar,Lemon,Cherry",https://www.thecocktaildb.com/images/media/drink/ek0mlq1504820601.jpg
Thai Iced Tea,"Combine Thai tea (i.e., the powder), boiling water, and sweetened condensed milk, stir until blended. Pour into 2 tall glasses filled with ice cubes. Garnish with mint leaves. Makes 2 servings.",Non alcoholic,Highball glass,"Tea,Water,Condensed milk,Ice,Mint",https://www.thecocktaildb.com/images/media/drink/trvwpu1441245568.jpg
The Last Word,Shake with ice and strain into a cocktail glass.,Alcoholic,Cocktail glass,"Green Chartreuse,Maraschino Liqueur,Lime Juice,Gin",https://www.thecocktaildb.com/images/media/drink/91oule1513702624.jpg
Turf Cocktail,Stir all ingredients (except orange peel) with ice and strain into a cocktail glass. Add the twist of orange peel and serve.,Alcoholic,Cocktail glass,"Dry Vermouth,Gin,Anis,Bitters,Orange peel",https://www.thecocktaildb.com/images/media/drink/utypqq1441554367.jpg
The Laverstoke,"1) Squeeze two lime wedges into a balloon glass then add the cordial, Bombay Sapphire and MARTINI Rosso Vermouth, swirl to mix.

2) Fully fill the glass with cubed ice and stir to chill.

3) Top with Fever-Tree Ginger Ale and gently stir again to combine.

4) Garnish with a snapped ginger slice and an awoken mint sprig.",Alcoholic,Balloon Glass,"Gin,Elderflower cordial,Rosso Vermouth,Tonic Water,Lime,Ginger,Mint",https://www.thecocktaildb.com/images/media/drink/6xfj5t1517748412.jpg
Tequila Slammer,Mix carefully to avoid releasing the dissolved CO2.,Alcoholic,Hurricane glass,"Tequila,7-up",https://www.thecocktaildb.com/images/media/drink/43uhr51551451311.jpg
Tequila Sunrise,"Pour the tequila and orange juice into glass over ice. Add the grenadine, which will sink to the bottom. Stir gently to create the sunrise effect. Garnish and serve.",Alcoholic,Highball glass,"Tequila,Orange juice,Grenadine",https://www.thecocktaildb.com/images/media/drink/quqyqp1480879103.jpg
The Philosopher,"Add all the spirits in a shaker (best to use Hendricks gin) as well as the orange bitters and lemon juice. Strain into a Margarita glass, top with Prosecco.",Alcoholic,Margarita glass,"Gin,Melon Liqueur,Orange Bitters,Lemon Juice,Prosecco",https://www.thecocktaildb.com/images/media/drink/sp8hkp1596017787.jpg
Tuxedo Cocktail,Stir all ingredients with ice and strain into a cocktail glass. Garnish with a cherry and a twist of lemon zest.,Alcoholic,Cocktail glass,"Dry Vermouth,Gin,Maraschino liqueur,Anis,Orange bitters,Cherry",https://www.thecocktaildb.com/images/media/drink/4u0nbl1504352551.jpg
Tequila Surprise,Fill shot glass with Tequila. Add drops of Tobasco sauce.,Alcoholic,Shot glass,"Tequila,Tabasco sauce",https://www.thecocktaildb.com/images/media/drink/8189p51504735581.jpg
Thai Iced Coffee,"Prepare a pot of coffee at a good European strength. In the ground coffee, add 2 or 3 freshly ground cardamom pods. Sweeten while hot, then cool quickly. Serve in highball glass over ice, with cream. To get the layered effect, place a spoon atop the coffee and pour the milk carefully into the spoon so that it floats on the top of the coffee.",Non alcoholic,Highball glass,"Coffee,Sugar,Cream,Cardamom",https://www.thecocktaildb.com/images/media/drink/rqpypv1441245650.jpg
The Jimmy Conway,"Fill glass with ice
Pour in The Irishman and Disaronno
Fill to the top with Cranberry Juice
Garnish with a slice of lemon…Enjoy!",Alcoholic,Whiskey sour glass,"Irish Whiskey,Amaretto,Cranberry Juice",https://www.thecocktaildb.com/images/media/drink/wbcvyo1535794478.jpg
Texas Rattlesnake,"Mix all ingredients and Shake well. Sweet at first, with a BITE at the end...",Alcoholic,Highball glass,"Yukon Jack,Cherry brandy,Southern Comfort,Sweet and sour",https://www.thecocktaildb.com/images/media/drink/rtohqp1504889750.jpg
Vesper,"Shake over ice until well chilled, then strain into a deep goblet and garnish with a thin slice of lemon peel.",Alcoholic,Cocktail glass,"Gin,Vodka,Lillet Blanc",https://www.thecocktaildb.com/images/media/drink/mtdxpa1504374514.jpg
Victor,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Alcoholic,Cocktail glass,"Gin,Sweet Vermouth,Brandy",https://www.thecocktaildb.com/images/media/drink/voapgc1492976416.jpg
Vampiro,"Vampiros may be made in a tall glass or an old fashioned glass. Bartenders may first ""rim"" the glass with Kosher Salt, which is done by placing a layer of Kosher Salt on a chopping board, moistening the glass' rim with lime juice or water, and then placing the upside down glass rim onto the Kosher Salt, so that the salt sticks to the moistened rim. The second step is to fill half the glass with ice and add one or two shooter glasses full of high quality Tequila. The next stage is to add the flavouring elements. This is done by squeezing a fresh lime into the glass, adding a few grains of salt, adding citrus-flavoured soda pop, until the glass is 4/5 full, and then adding spicy Viuda de Sanchez (or orange juice, lime juice and pico de gallo). The final step is to stir the ingredients so that the flavours are properly blended.",Alcoholic,Old-Fashioned glass,"Tequila,Tomato Juice,Orange Juice,Lime Juice,Sugar Syrup,Salt",https://www.thecocktaildb.com/images/media/drink/yfhn371504374246.jpg
Vesuvio,"Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve.",Alcoholic,Old-fashioned glass,"Light rum,Sweet Vermouth,Lemon,Powdered sugar,Egg white",https://www.thecocktaildb.com/images/media/drink/26cq601492976203.jpg
Veteran,Pour the rum and cherry brandy into an old-fashioned glass almost filled with ice cubes. Stir well.,Alcoholic,Old-fashioned glass,"Dark rum,Cherry brandy",https://www.thecocktaildb.com/images/media/drink/iwml9t1492976255.jpg
Van Vleet,"Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve.",Alcoholic,Old-fashioned glass,"Light rum,Maple syrup,Lemon juice",https://www.thecocktaildb.com/images/media/drink/fgq2bl1492975771.jpg
Vodka Fizz,"Blend all ingredients, save nutmeg. Pour into large white wine glass and sprinkle nutmeg on top.",Alcoholic,White wine glass,"Vodka,Half-and-half,Limeade,Ice,Nutmeg",https://www.thecocktaildb.com/images/media/drink/xwxyux1441254243.jpg
